Pay_Date,Allowances,Overtime_Hours,Overtime_Pay,Gross_Salary,Tax,PF,Deductions,Net_Salary,Payroll_Start_Date,Payroll_End_Date,Employee_id,Department
07-07-2024,7869,29.8,8940,52007,5200.7,2600.35,7801.05,44205.95,07-06-2024,07-07-2024,EMP0221,Operations
17-10-2024,17708,14.5,4350,111579,11157.9,5578.95,16736.85,94842.15,17-09-2024,17-10-2024,EMP0222,Sales
08-01-2024,6242,22.7,6810,62527,6252.7,3126.35,9379.05,53147.95,09-12-2023,08-01-2024,EMP0223,IT
09-09-2024,13539,13.6,4080,57022,5702.2,2851.1,8553.3,48468.7,10-08-2024,09-09-2024,EMP0224,Operations
18-10-2024,6831,1.3,390,30902,3090.2,1545.1,4635.3,26266.7,18-09-2024,18-10-2024,EMP0225,Sales
31-08-2024,6569,9.3,2790,71651,7165.1,3582.55,10747.65,60903.35,01-08-2024,31-08-2024,EMP0226,Operations
02-05-2024,17127,9.6,2880,45636,4563.6,2281.8,6845.4,38790.6,02-04-2024,02-05-2024,EMP0227,HR
25-10-2024,12246,25.2,7560,48223,4822.3,2411.15,7233.45,40989.55,25-09-2024,25-10-2024,EMP0228,IT
09-10-2024,6918,19.6,5880,67563,6756.3,3378.15,10134.45,57428.55,09-09-2024,09-10-2024,EMP0229,Finance
01-02-2024,11416,8.3,2490,90480,9048,4524,13572,76908,02-01-2024,01-02-2024,EMP0230,Finance
29-11-2024,8232,29,8700,64607,6460.7,3230.35,9691.05,54915.95,30-10-2024,29-11-2024,EMP0231,HR
25-05-2024,8758,9.6,2880,72201,7220.1,3610.05,10830.15,61370.85,25-04-2024,25-05-2024,EMP0232,Operations
04-06-2024,10997,29.9,8970,51299,5129.9,2564.95,7694.85,43604.15,05-05-2024,04-06-2024,EMP0233,Sales
16-01-2024,7355,29.9,8970,55502,5550.2,2775.1,8325.3,47176.7,17-12-2023,16-01-2024,EMP0234,IT
20-12-2024,14589,5.7,1710,104746,10474.6,5237.3,15711.9,89034.1,20-11-2024,20-12-2024,EMP0235,HR
16-02-2024,15972,9.4,2820,95896,9589.6,4794.8,14384.4,81511.6,17-01-2024,16-02-2024,EMP0236,Operations
07-09-2024,6824,14.6,4380,36155,3615.5,1807.75,5423.25,30731.75,08-08-2024,07-09-2024,EMP0237,IT
05-07-2024,15683,19.9,5970,69986,6998.6,3499.3,10497.9,59488.1,05-06-2024,05-07-2024,EMP0238,HR
31-01-2024,12280,15.8,4740,58693,5869.3,2934.65,8803.95,49889.05,01-01-2024,31-01-2024,EMP0239,Finance
16-09-2024,9060,29.1,8730,78660,7866,3933,11799,66861,17-08-2024,16-09-2024,EMP0240,Operations
17-01-2024,10324,21.7,6510,59655,5965.5,2982.75,8948.25,50706.75,18-12-2023,17-01-2024,EMP0241,Operations
08-02-2024,5404,6.4,1920,52818,5281.8,2640.9,7922.7,44895.3,09-01-2024,08-02-2024,EMP0242,Operations
30-10-2024,6721,3.2,960,28516,2851.6,1425.8,4277.4,24238.6,30-09-2024,30-10-2024,EMP0243,Operations
08-02-2024,10316,20.7,6210,55172,5517.2,2758.6,8275.8,46896.2,09-01-2024,08-02-2024,EMP0244,Sales
11-05-2024,16017,4.8,1440,74792,7479.2,3739.6,11218.8,63573.2,11-04-2024,11-05-2024,EMP0245,IT
30-01-2024,8845,23.6,7080,105276,10527.6,5263.8,15791.4,89484.6,31-12-2023,30-01-2024,EMP0246,Finance
06-06-2024,9210,9.3,2790,34429,3442.9,1721.45,5164.35,29264.65,07-05-2024,06-06-2024,EMP0247,HR
04-10-2024,16384,9.8,2940,81274,8127.4,4063.7,12191.1,69082.9,04-09-2024,04-10-2024,EMP0248,Finance
21-07-2024,18964,0.3,90,99708,9970.8,4985.4,14956.2,84751.8,21-06-2024,21-07-2024,EMP0249,IT
06-03-2024,5064,21,6300,99507,9950.7,4975.35,14926.05,84580.95,05-02-2024,06-03-2024,EMP0250,Finance
17-04-2024,14491,3.4,1020,66610,6661,3330.5,9991.5,56618.5,18-03-2024,17-04-2024,EMP0251,HR
24-09-2024,18112,23.2,6960,84457,8445.7,4222.85,12668.55,71788.45,25-08-2024,24-09-2024,EMP0252,Finance
09-08-2024,11382,14.8,4440,71741,7174.1,3587.05,10761.15,60979.85,10-07-2024,09-08-2024,EMP0253,Operations
18-10-2024,19637,23.5,7050,107469,10746.9,5373.45,16120.35,91348.65,18-09-2024,18-10-2024,EMP0254,Finance
18-01-2024,14607,17.5,5250,80244,8024.4,4012.2,12036.6,68207.4,19-12-2023,18-01-2024,EMP0255,Operations
30-03-2024,16785,2.5,750,53358,5335.8,2667.9,8003.7,45354.3,29-02-2024,30-03-2024,EMP0256,HR
29-06-2024,5968,23,6900,78883,7888.3,3944.15,11832.45,67050.55,30-05-2024,29-06-2024,EMP0257,Sales
11-09-2024,5368,2.1,630,41337,4133.7,2066.85,6200.55,35136.45,12-08-2024,11-09-2024,EMP0258,Sales
09-09-2024,13424,14.4,4320,41235,4123.5,2061.75,6185.25,35049.75,10-08-2024,09-09-2024,EMP0259,HR
13-09-2024,7242,5.2,1560,29508,2950.8,1475.4,4426.2,25081.8,14-08-2024,13-09-2024,EMP0260,Operations
11-12-2024,10002,22.6,6780,52510,5251,2625.5,7876.5,44633.5,11-11-2024,11-12-2024,EMP0261,HR
27-03-2024,8083,27.3,8190,43270,4327,2163.5,6490.5,36779.5,26-02-2024,27-03-2024,EMP0262,IT
30-03-2024,13073,16.6,4980,98461,9846.1,4923.05,14769.15,83691.85,29-02-2024,30-03-2024,EMP0263,Operations
24-08-2024,14112,15.8,4740,96949,9694.9,4847.45,14542.35,82406.65,25-07-2024,24-08-2024,EMP0264,Finance
10-03-2024,13880,22.9,6870,79273,7927.3,3963.65,11890.95,67382.05,09-02-2024,10-03-2024,EMP0265,IT
13-02-2024,17464,0.2,60,62687,6268.7,3134.35,9403.05,53283.95,14-01-2024,13-02-2024,EMP0266,IT
18-07-2024,19552,27.5,8250,65520,6552,3276,9828,55692,18-06-2024,18-07-2024,EMP0267,Sales
31-05-2024,18322,5.9,1770,79711,7971.1,3985.55,11956.65,67754.35,01-05-2024,31-05-2024,EMP0268,Operations
26-03-2024,6469,29.5,8850,47445,4744.5,2372.25,7116.75,40328.25,25-02-2024,26-03-2024,EMP0269,HR
19-01-2024,9725,22.1,6630,101281,10128.1,5064.05,15192.15,86088.85,20-12-2023,19-01-2024,EMP0270,Sales
10-04-2024,9259,23.2,6960,76852,7685.2,3842.6,11527.8,65324.2,11-03-2024,10-04-2024,EMP0271,Operations
04-04-2024,8622,19.7,5910,37849,3784.9,1892.45,5677.35,32171.65,05-03-2024,04-04-2024,EMP0272,HR
10-09-2024,15292,14.1,4230,84502,8450.2,4225.1,12675.3,71826.7,11-08-2024,10-09-2024,EMP0273,Operations
22-12-2024,15457,17.1,5130,84702,8470.2,4235.1,12705.3,71996.7,22-11-2024,22-12-2024,EMP0274,IT
30-01-2024,16981,1.4,420,99047,9904.7,4952.35,14857.05,84189.95,31-12-2023,30-01-2024,EMP0275,Finance
05-09-2024,5823,18.7,5610,74591,7459.1,3729.55,11188.65,63402.35,06-08-2024,05-09-2024,EMP0276,Sales
02-02-2024,8431,18.8,5640,90034,9003.4,4501.7,13505.1,76528.9,03-01-2024,02-02-2024,EMP0277,Sales
16-08-2024,11528,26.7,8010,87169,8716.9,4358.45,13075.35,74093.65,17-07-2024,16-08-2024,EMP0278,Operations
12-01-2024,9151,15.2,4560,83027,8302.7,4151.35,12454.05,70572.95,13-12-2023,12-01-2024,EMP0279,HR
27-04-2024,9213,2.3,690,89245,8924.5,4462.25,13386.75,75858.25,28-03-2024,27-04-2024,EMP0280,Sales
15-12-2024,12420,9.2,2760,50684,5068.4,2534.2,7602.6,43081.4,15-11-2024,15-12-2024,EMP0281,Sales
03-06-2024,13989,19.7,5910,108492,10849.2,5424.6,16273.8,92218.2,04-05-2024,03-06-2024,EMP0282,Finance
02-09-2024,5779,7.2,2160,54599,5459.9,2729.95,8189.85,46409.15,03-08-2024,02-09-2024,EMP0283,Sales
27-11-2024,16042,8.4,2520,75758,7575.8,3787.9,11363.7,64394.3,28-10-2024,27-11-2024,EMP0284,IT
03-09-2024,7892,24.6,7380,101210,10121,5060.5,15181.5,86028.5,04-08-2024,03-09-2024,EMP0285,IT
29-01-2024,10534,17.5,5250,44389,4438.9,2219.45,6658.35,37730.65,30-12-2023,29-01-2024,EMP0286,HR
09-06-2024,15085,15.3,4590,97063,9706.3,4853.15,14559.45,82503.55,10-05-2024,09-06-2024,EMP0287,Operations
22-08-2024,8306,9.6,2880,86687,8668.7,4334.35,13003.05,73683.95,23-07-2024,22-08-2024,EMP0288,Finance
08-07-2024,7902,21.9,6570,87781,8778.1,4389.05,13167.15,74613.85,08-06-2024,08-07-2024,EMP0289,Finance
26-04-2024,17995,8.6,2580,67618,6761.8,3380.9,10142.7,57475.3,27-03-2024,26-04-2024,EMP0290,Sales
27-09-2024,18391,22.1,6630,78656,7865.6,3932.8,11798.4,66857.6,28-08-2024,27-09-2024,EMP0291,Sales
14-09-2024,8718,2.1,630,62480,6248,3124,9372,53108,15-08-2024,14-09-2024,EMP0292,IT
28-06-2024,5021,25.9,7770,48157,4815.7,2407.85,7223.55,40933.45,29-05-2024,28-06-2024,EMP0293,Finance
20-06-2024,6500,15,4500,93580,9358,4679,14037,79543,21-05-2024,20-06-2024,EMP0294,HR
30-09-2024,14034,13.2,3960,95883,9588.3,4794.15,14382.45,81500.55,31-08-2024,30-09-2024,EMP0295,HR
15-09-2024,14952,18.3,5490,79678,7967.8,3983.9,11951.7,67726.3,16-08-2024,15-09-2024,EMP0296,HR
14-05-2024,8641,18.7,5610,38401,3840.1,1920.05,5760.15,32640.85,14-04-2024,14-05-2024,EMP0297,Operations
19-06-2024,10212,4,1200,50835,5083.5,2541.75,7625.25,43209.75,20-05-2024,19-06-2024,EMP0298,IT
28-07-2024,5191,22.7,6810,36138,3613.8,1806.9,5420.7,30717.3,28-06-2024,28-07-2024,EMP0299,Finance
23-08-2024,18306,8.3,2490,70788,7078.8,3539.4,10618.2,60169.8,24-07-2024,23-08-2024,EMP0300,Sales
04-07-2024,18414,27.1,8130,91465,9146.5,4573.25,13719.75,77745.25,04-06-2024,04-07-2024,EMP0301,Operations
29-12-2024,13587,24.5,7350,107854,10785.4,5392.7,16178.1,91675.9,29-11-2024,29-12-2024,EMP0302,HR
04-04-2024,12174,10.4,3120,69529,6952.9,3476.45,10429.35,59099.65,05-03-2024,04-04-2024,EMP0303,Finance
11-01-2024,19975,24.2,7260,66357,6635.7,3317.85,9953.55,56403.45,12-12-2023,11-01-2024,EMP0304,IT
08-03-2024,10114,10.7,3210,57280,5728,2864,8592,48688,07-02-2024,08-03-2024,EMP0305,Sales
28-07-2024,9662,3,900,94441,9444.1,4722.05,14166.15,80274.85,28-06-2024,28-07-2024,EMP0306,IT
14-07-2024,9326,28.9,8670,96556,9655.6,4827.8,14483.4,82072.6,14-06-2024,14-07-2024,EMP0307,HR
07-04-2024,14065,19.6,5880,108630,10863,5431.5,16294.5,92335.5,08-03-2024,07-04-2024,EMP0308,IT
02-04-2024,15813,13.7,4110,64583,6458.3,3229.15,9687.45,54895.55,03-03-2024,02-04-2024,EMP0309,Sales
22-01-2024,9335,11.9,3570,34073,3407.3,1703.65,5110.95,28962.05,23-12-2023,22-01-2024,EMP0310,Sales
20-06-2024,13281,9.7,2910,81315,8131.5,4065.75,12197.25,69117.75,21-05-2024,20-06-2024,EMP0311,Sales
13-05-2024,15471,29.4,8820,80188,8018.8,4009.4,12028.2,68159.8,13-04-2024,13-05-2024,EMP0312,Finance
25-01-2024,13648,4,1200,49880,4988,2494,7482,42398,26-12-2023,25-01-2024,EMP0313,Operations
03-07-2024,15472,9.4,2820,91089,9108.9,4554.45,13663.35,77425.65,03-06-2024,03-07-2024,EMP0314,Finance
25-03-2024,17641,14.6,4380,77315,7731.5,3865.75,11597.25,65717.75,24-02-2024,25-03-2024,EMP0315,HR
24-02-2024,14196,14.3,4290,82313,8231.3,4115.65,12346.95,69966.05,25-01-2024,24-02-2024,EMP0316,Finance
07-09-2024,18644,14.1,4230,46390,4639,2319.5,6958.5,39431.5,08-08-2024,07-09-2024,EMP0317,Operations
23-05-2024,17726,5.3,1590,59067,5906.7,2953.35,8860.05,50206.95,23-04-2024,23-05-2024,EMP0318,IT
16-12-2024,10494,4.3,1290,62157,6215.7,3107.85,9323.55,52833.45,16-11-2024,16-12-2024,EMP0319,HR
15-06-2024,13536,7.6,2280,66086,6608.6,3304.3,9912.9,56173.1,16-05-2024,15-06-2024,EMP0320,Finance
11-08-2024,7711,27.4,8220,46317,4631.7,2315.85,6947.55,39369.45,12-07-2024,11-08-2024,EMP0321,HR
07-08-2024,12595,3.4,1020,98432,9843.2,4921.6,14764.8,83667.2,08-07-2024,07-08-2024,EMP0322,Finance
27-06-2024,17944,22.7,6810,109938,10993.8,5496.9,16490.7,93447.3,28-05-2024,27-06-2024,EMP0323,Finance
28-04-2024,11273,22.7,6810,75962,7596.2,3798.1,11394.3,64567.7,29-03-2024,28-04-2024,EMP0324,Operations
21-09-2024,11284,24.3,7290,88171,8817.1,4408.55,13225.65,74945.35,22-08-2024,21-09-2024,EMP0325,Sales
29-05-2024,15654,26.6,7980,82766,8276.6,4138.3,12414.9,70351.1,29-04-2024,29-05-2024,EMP0326,IT
02-08-2024,14308,7.9,2370,40304,4030.4,2015.2,6045.6,34258.4,03-07-2024,02-08-2024,EMP0327,Operations
15-07-2024,13817,6.7,2010,91217,9121.7,4560.85,13682.55,77534.45,15-06-2024,15-07-2024,EMP0328,Operations
11-02-2024,17571,14,4200,58416,5841.6,2920.8,8762.4,49653.6,12-01-2024,11-02-2024,EMP0329,IT
22-02-2024,15171,8,2400,91715,9171.5,4585.75,13757.25,77957.75,23-01-2024,22-02-2024,EMP0330,IT
25-11-2024,8994,22,6600,48976,4897.6,2448.8,7346.4,41629.6,26-10-2024,25-11-2024,EMP0331,IT
07-09-2024,6678,19.1,5730,36433,3643.3,1821.65,5464.95,30968.05,08-08-2024,07-09-2024,EMP0332,Operations
21-10-2024,13414,26.2,7860,84500,8450,4225,12675,71825,21-09-2024,21-10-2024,EMP0333,HR
27-09-2024,5743,2.5,750,96204,9620.4,4810.2,14430.6,81773.4,28-08-2024,27-09-2024,EMP0334,Operations
02-05-2024,5462,27.5,8250,37155,3715.5,1857.75,5573.25,31581.75,02-04-2024,02-05-2024,EMP0335,Finance
04-12-2024,6568,8.8,2640,50603,5060.3,2530.15,7590.45,43012.55,04-11-2024,04-12-2024,EMP0336,Operations
22-09-2024,16539,14.7,4410,51674,5167.4,2583.7,7751.1,43922.9,23-08-2024,22-09-2024,EMP0337,Sales
13-12-2024,18993,13.2,3960,76414,7641.4,3820.7,11462.1,64951.9,13-11-2024,13-12-2024,EMP0338,Sales
29-01-2024,18451,22.8,6840,86406,8640.6,4320.3,12960.9,73445.1,30-12-2023,29-01-2024,EMP0339,Finance
04-02-2024,19692,12.6,3780,72162,7216.2,3608.1,10824.3,61337.7,05-01-2024,04-02-2024,EMP0340,Operations
06-01-2024,6736,28.3,8490,36633,3663.3,1831.65,5494.95,31138.05,07-12-2023,06-01-2024,EMP0341,Sales
20-04-2024,18334,27.1,8130,105024,10502.4,5251.2,15753.6,89270.4,21-03-2024,20-04-2024,EMP0342,Finance
20-10-2024,17231,26.2,7860,92431,9243.1,4621.55,13864.65,78566.35,20-09-2024,20-10-2024,EMP0343,Operations
17-03-2024,12903,2.1,630,51327,5132.7,2566.35,7699.05,43627.95,16-02-2024,17-03-2024,EMP0344,IT
14-12-2024,17143,25.6,7680,64704,6470.4,3235.2,9705.6,54998.4,14-11-2024,14-12-2024,EMP0345,HR
26-05-2024,12002,23.4,7020,88725,8872.5,4436.25,13308.75,75416.25,26-04-2024,26-05-2024,EMP0346,Sales
07-03-2024,13856,3.1,930,79140,7914,3957,11871,67269,06-02-2024,07-03-2024,EMP0347,Finance
08-01-2024,6356,3.2,960,41706,4170.6,2085.3,6255.9,35450.1,09-12-2023,08-01-2024,EMP0348,Finance
01-05-2024,6014,3,900,54221,5422.1,2711.05,8133.15,46087.85,01-04-2024,01-05-2024,EMP0349,HR
05-12-2024,15324,0.3,90,59916,5991.6,2995.8,8987.4,50928.6,05-11-2024,05-12-2024,EMP0350,IT
23-06-2024,15860,16.5,4950,63296,6329.6,3164.8,9494.4,53801.6,24-05-2024,23-06-2024,EMP0351,Sales
27-06-2024,6054,29.2,8760,73072,7307.2,3653.6,10960.8,62111.2,28-05-2024,27-06-2024,EMP0352,Finance
25-03-2024,6764,13.2,3960,88440,8844,4422,13266,75174,24-02-2024,25-03-2024,EMP0353,Finance
14-02-2024,19575,16.2,4860,55183,5518.3,2759.15,8277.45,46905.55,15-01-2024,14-02-2024,EMP0354,Finance
15-05-2024,11009,29,8700,102494,10249.4,5124.7,15374.1,87119.9,15-04-2024,15-05-2024,EMP0355,Operations
08-12-2024,9458,7.7,2310,54506,5450.6,2725.3,8175.9,46330.1,08-11-2024,08-12-2024,EMP0356,Sales
16-01-2024,16061,25.8,7740,85463,8546.3,4273.15,12819.45,72643.55,17-12-2023,16-01-2024,EMP0357,Operations
28-11-2024,14604,16.4,4920,54647,5464.7,2732.35,8197.05,46449.95,29-10-2024,28-11-2024,EMP0358,HR
13-07-2024,5667,17.1,5130,56413,5641.3,2820.65,8461.95,47951.05,13-06-2024,13-07-2024,EMP0359,Finance
09-01-2024,8370,10.3,3090,42642,4264.2,2132.1,6396.3,36245.7,10-12-2023,09-01-2024,EMP0360,Finance
11-11-2024,10976,16.8,5040,98029,9802.9,4901.45,14704.35,83324.65,12-10-2024,11-11-2024,EMP0361,HR
29-11-2024,6394,2.2,660,58385,5838.5,2919.25,8757.75,49627.25,30-10-2024,29-11-2024,EMP0362,Finance
28-11-2024,13290,22.9,6870,86258,8625.8,4312.9,12938.7,73319.3,29-10-2024,28-11-2024,EMP0363,HR
22-11-2024,19382,8.5,2550,68060,6806,3403,10209,57851,23-10-2024,22-11-2024,EMP0364,Finance
15-01-2024,9070,26.6,7980,68606,6860.6,3430.3,10290.9,58315.1,16-12-2023,15-01-2024,EMP0365,HR
22-11-2024,11982,11,3300,57158,5715.8,2857.9,8573.7,48584.3,23-10-2024,22-11-2024,EMP0366,Operations
11-04-2024,13613,4.3,1290,43852,4385.2,2192.6,6577.8,37274.2,12-03-2024,11-04-2024,EMP0367,HR
13-08-2024,10599,20.9,6270,88831,8883.1,4441.55,13324.65,75506.35,14-07-2024,13-08-2024,EMP0368,Operations
04-10-2024,8650,4.9,1470,54219,5421.9,2710.95,8132.85,46086.15,04-09-2024,04-10-2024,EMP0369,IT
22-04-2024,17349,22.6,6780,56845,5684.5,2842.25,8526.75,48318.25,23-03-2024,22-04-2024,EMP0370,Operations
01-01-2024,14324,29,8700,95635,9563.5,4781.75,14345.25,81289.75,02-12-2023,01-01-2024,EMP0371,Operations
22-09-2024,14894,23.4,7020,80799,8079.9,4039.95,12119.85,68679.15,23-08-2024,22-09-2024,EMP0372,IT
26-07-2024,8620,0.7,210,81974,8197.4,4098.7,12296.1,69677.9,26-06-2024,26-07-2024,EMP0373,HR
19-04-2024,8190,18,5400,98810,9881,4940.5,14821.5,83988.5,20-03-2024,19-04-2024,EMP0374,IT
18-07-2024,13789,20.9,6270,47896,4789.6,2394.8,7184.4,40711.6,18-06-2024,18-07-2024,EMP0375,HR
01-11-2024,5391,24.8,7440,82186,8218.6,4109.3,12327.9,69858.1,02-10-2024,01-11-2024,EMP0376,Finance
12-01-2024,6075,1.7,510,73884,7388.4,3694.2,11082.6,62801.4,13-12-2023,12-01-2024,EMP0377,Finance
10-12-2024,7650,14.4,4320,51129,5112.9,2556.45,7669.35,43459.65,10-11-2024,10-12-2024,EMP0378,HR
06-07-2024,18600,16.1,4830,94442,9444.2,4722.1,14166.3,80275.7,06-06-2024,06-07-2024,EMP0379,Finance
02-06-2024,19317,5.1,1530,100152,10015.2,5007.6,15022.8,85129.2,03-05-2024,02-06-2024,EMP0380,Operations
29-11-2024,7384,9.7,2910,47400,4740,2370,7110,40290,30-10-2024,29-11-2024,EMP0381,Operations
05-10-2024,5809,13.2,3960,87892,8789.2,4394.6,13183.8,74708.2,05-09-2024,05-10-2024,EMP0382,IT
19-06-2024,13047,25,7500,49267,4926.7,2463.35,7390.05,41876.95,20-05-2024,19-06-2024,EMP0383,Finance
13-05-2024,16501,27.9,8370,82532,8253.2,4126.6,12379.8,70152.2,13-04-2024,13-05-2024,EMP0384,HR
25-01-2024,10501,18.9,5670,57291,5729.1,2864.55,8593.65,48697.35,26-12-2023,25-01-2024,EMP0385,HR
18-01-2024,16930,11.8,3540,60260,6026,3013,9039,51221,19-12-2023,18-01-2024,EMP0386,Finance
08-07-2024,11895,7.6,2280,92830,9283,4641.5,13924.5,78905.5,08-06-2024,08-07-2024,EMP0387,Sales
20-05-2024,6159,29.5,8850,94652,9465.2,4732.6,14197.8,80454.2,20-04-2024,20-05-2024,EMP0388,Operations
12-02-2024,12574,29.5,8850,88798,8879.8,4439.9,13319.7,75478.3,13-01-2024,12-02-2024,EMP0389,IT
29-11-2024,6531,27.7,8310,77748,7774.8,3887.4,11662.2,66085.8,30-10-2024,29-11-2024,EMP0390,Sales
10-10-2024,10481,23.6,7080,87632,8763.2,4381.6,13144.8,74487.2,10-09-2024,10-10-2024,EMP0391,HR
25-05-2024,12548,9.8,2940,70300,7030,3515,10545,59755,25-04-2024,25-05-2024,EMP0392,Operations
10-11-2024,9976,24.5,7350,86896,8689.6,4344.8,13034.4,73861.6,11-10-2024,10-11-2024,EMP0393,Operations
14-11-2024,10695,12.3,3690,85286,8528.6,4264.3,12792.9,72493.1,15-10-2024,14-11-2024,EMP0394,Sales
01-04-2024,15874,9.8,2940,99000,9900,4950,14850,84150,02-03-2024,01-04-2024,EMP0395,Sales
27-06-2024,13445,22.3,6690,90386,9038.6,4519.3,13557.9,76828.1,28-05-2024,27-06-2024,EMP0396,HR
25-02-2024,8548,2.4,720,94439,9443.9,4721.95,14165.85,80273.15,26-01-2024,25-02-2024,EMP0397,Sales
03-06-2024,16377,1.5,450,72987,7298.7,3649.35,10948.05,62038.95,04-05-2024,03-06-2024,EMP0398,Operations
08-06-2024,11163,13.4,4020,54339,5433.9,2716.95,8150.85,46188.15,09-05-2024,08-06-2024,EMP0399,Operations
20-04-2024,11671,13.4,4020,53620,5362,2681,8043,45577,21-03-2024,20-04-2024,EMP0400,Finance
16-05-2024,10264,26.9,8070,104940,10494,5247,15741,89199,16-04-2024,16-05-2024,EMP0401,IT
19-08-2024,6231,3.8,1140,89930,8993,4496.5,13489.5,76440.5,20-07-2024,19-08-2024,EMP0402,Finance
07-08-2024,7423,3.7,1110,82738,8273.8,4136.9,12410.7,70327.3,08-07-2024,07-08-2024,EMP0403,Finance
08-03-2024,16767,4.4,1320,106562,10656.2,5328.1,15984.3,90577.7,07-02-2024,08-03-2024,EMP0404,HR
28-10-2024,13071,0.9,270,97682,9768.2,4884.1,14652.3,83029.7,28-09-2024,28-10-2024,EMP0405,Finance
05-09-2024,9261,2.2,660,72784,7278.4,3639.2,10917.6,61866.4,06-08-2024,05-09-2024,EMP0406,IT
18-11-2024,14765,19.8,5940,106144,10614.4,5307.2,15921.6,90222.4,19-10-2024,18-11-2024,EMP0407,HR
06-01-2024,7908,12.9,3870,38972,3897.2,1948.6,5845.8,33126.2,07-12-2023,06-01-2024,EMP0408,HR
06-10-2024,9712,22.9,6870,102796,10279.6,5139.8,15419.4,87376.6,06-09-2024,06-10-2024,EMP0409,Operations
03-04-2024,11755,29.8,8940,70472,7047.2,3523.6,10570.8,59901.2,04-03-2024,03-04-2024,EMP0410,Sales
25-09-2024,14817,19.8,5940,66940,6694,3347,10041,56899,26-08-2024,25-09-2024,EMP0411,HR
15-07-2024,17190,1.5,450,65085,6508.5,3254.25,9762.75,55322.25,15-06-2024,15-07-2024,EMP0412,Operations
25-01-2024,8883,3.1,930,96851,9685.1,4842.55,14527.65,82323.35,26-12-2023,25-01-2024,EMP0413,Operations
27-05-2024,8515,26.4,7920,52633,5263.3,2631.65,7894.95,44738.05,27-04-2024,27-05-2024,EMP0414,Operations
27-04-2024,8403,15.8,4740,54554,5455.4,2727.7,8183.1,46370.9,28-03-2024,27-04-2024,EMP0415,HR
03-12-2024,9598,24.7,7410,87585,8758.5,4379.25,13137.75,74447.25,03-11-2024,03-12-2024,EMP0416,HR
03-12-2024,10008,25.7,7710,53585,5358.5,2679.25,8037.75,45547.25,03-11-2024,03-12-2024,EMP0417,Finance
06-03-2024,11222,27.8,8340,102063,10206.3,5103.15,15309.45,86753.55,05-02-2024,06-03-2024,EMP0418,Sales
27-10-2024,17872,28.5,8550,60688,6068.8,3034.4,9103.2,51584.8,27-09-2024,27-10-2024,EMP0419,HR
23-06-2024,15150,16.6,4980,79552,7955.2,3977.6,11932.8,67619.2,24-05-2024,23-06-2024,EMP0420,Operations
14-11-2024,9009,10.2,3060,67277,6727.7,3363.85,10091.55,57185.45,15-10-2024,14-11-2024,EMP0421,Sales
16-03-2024,7735,28.9,8670,67618,6761.8,3380.9,10142.7,57475.3,15-02-2024,16-03-2024,EMP0422,Finance
23-04-2024,9491,16.4,4920,41778,4177.8,2088.9,6266.7,35511.3,24-03-2024,23-04-2024,EMP0423,Operations
20-04-2024,18919,1.9,570,74851,7485.1,3742.55,11227.65,63623.35,21-03-2024,20-04-2024,EMP0424,IT
05-09-2024,19168,19.3,5790,96546,9654.6,4827.3,14481.9,82064.1,06-08-2024,05-09-2024,EMP0425,IT
21-07-2024,16366,17.6,5280,79931,7993.1,3996.55,11989.65,67941.35,21-06-2024,21-07-2024,EMP0426,Operations
26-05-2024,13593,26.9,8070,77970,7797,3898.5,11695.5,66274.5,26-04-2024,26-05-2024,EMP0427,IT
04-02-2024,5974,19.6,5880,51721,5172.1,2586.05,7758.15,43962.85,05-01-2024,04-02-2024,EMP0428,IT
04-11-2024,5223,10.5,3150,84896,8489.6,4244.8,12734.4,72161.6,05-10-2024,04-11-2024,EMP0429,Finance
26-01-2024,9613,29,8700,44691,4469.1,2234.55,6703.65,37987.35,27-12-2023,26-01-2024,EMP0430,Sales
25-08-2024,11777,24,7200,66903,6690.3,3345.15,10035.45,56867.55,26-07-2024,25-08-2024,EMP0431,HR
14-01-2024,13427,18.9,5670,52277,5227.7,2613.85,7841.55,44435.45,15-12-2023,14-01-2024,EMP0432,IT
14-02-2024,16690,8.8,2640,76261,7626.1,3813.05,11439.15,64821.85,15-01-2024,14-02-2024,EMP0433,Operations
03-08-2024,9211,11.2,3360,56585,5658.5,2829.25,8487.75,48097.25,04-07-2024,03-08-2024,EMP0434,HR
20-08-2024,16426,20.1,6030,100958,10095.8,5047.9,15143.7,85814.3,21-07-2024,20-08-2024,EMP0435,Finance
11-07-2024,5225,2.2,660,31355,3135.5,1567.75,4703.25,26651.75,11-06-2024,11-07-2024,EMP0436,Finance
20-02-2024,15469,7.7,2310,52732,5273.2,2636.6,7909.8,44822.2,21-01-2024,20-02-2024,EMP0437,Sales
01-08-2024,13183,21.4,6420,78110,7811,3905.5,11716.5,66393.5,02-07-2024,01-08-2024,EMP0438,IT
30-05-2024,9277,14.4,4320,40120,4012,2006,6018,34102,30-04-2024,30-05-2024,EMP0439,HR
01-10-2024,6341,12.1,3630,87161,8716.1,4358.05,13074.15,74086.85,01-09-2024,01-10-2024,EMP0440,HR
03-12-2024,9036,4.5,1350,78147,7814.7,3907.35,11722.05,66424.95,03-11-2024,03-12-2024,EMP0441,Operations
16-03-2024,13401,13.3,3990,68560,6856,3428,10284,58276,15-02-2024,16-03-2024,EMP0442,HR
